Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD4393,9.65,Low Sugar,0.066,Breakfast,82.08,OUT002,1998,Small,Tier 3,Food Mart,1444.64
FD2413,9.93,Low Sugar,0.045,Starchy Foods,124.12,OUT001,1987,High,Tier 2,Supermarket Type1,2368.6
FD866,12.77,Low Sugar,0.052,Snack Foods,148.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3512.39
FD8323,12.17,Low Sugar,0.173,Snack Foods,79.19,OUT002,1998,Small,Tier 3,Food Mart,1956.14
FD6459,11,Low Sugar,0.107,Fruits and Vegetables,131.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,2759.76
FD4406,10.89,Low Sugar,0.02,Fruits and Vegetables,100.18,OUT002,1998,Small,Tier 3,Food Mart,2095.86
DR5861,15.13,Low Sugar,0.026,Soft Drinks,128.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3638.51
FD2068,10.71,Regular,0.096,Frozen Foods,119.7,OUT001,1987,High,Tier 2,Supermarket Type1,2453.9
FD7397,12.64,Low Sugar,0.155,Snack Foods,133.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3174.12
NC965,12.59,No Sugar,0.02,Others,146.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3430.89
DR7481,15.58,reg,0.052,Hard Drinks,182.11,OUT001,1987,High,Tier 2,Supermarket Type1,4832.82
FD8131,13.24,Regular,0.046,Meat,192.96,OUT001,1987,High,Tier 2,Supermarket Type1,4524.86
FD8241,9.54,Regular,0.077,Breakfast,89.16,OUT002,1998,Small,Tier 3,Food Mart,1566.79
DR3489,13.07,Low Sugar,0.068,Soft Drinks,155.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3718.13
FD5238,9.34,Low Sugar,0.026,Snack Foods,87.95,OUT002,1998,Small,Tier 3,Food Mart,1495.95
FD8383,14.92,Regular,0.053,Fruits and Vegetables,157.72,OUT001,1987,High,Tier 2,Supermarket Type1,4184.88
DR3050,14.23,Low Sugar,0.048,Soft Drinks,173.95,OUT003,1999,Medium,Tier 1,Departmental Store,4360.65
FD1580,13.06,Low Sugar,0.009,Snack Foods,156.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3735.19
FD6121,12.78,Low Sugar,0.169,Snack Foods,152.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3589.82
FD7155,13.16,Low Sugar,0.176,Canned,122.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3066.82
DR5877,13.48,Regular,0.113,Hard Drinks,166.99,OUT001,1987,High,Tier 2,Supermarket Type1,4048.07
FD4254,19.5,Low Sugar,0.083,Canned,213.11,OUT003,1999,Medium,Tier 1,Departmental Store,6353.58
NC3436,11.43,No Sugar,0.042,Household,179.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3839.75
FD303,13.82,Low Sugar,0.066,Fruits and Vegetables,94.37,OUT003,1999,Medium,Tier 1,Departmental Store,5719.69
FD4034,10.81,Regular,0.14,Meat,106.93,OUT002,1998,Small,Tier 3,Food Mart,2216.68
NC3189,13.61,No Sugar,0.03,Household,146.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3652.07
NC4769,14.39,No Sugar,0.113,Health and Hygiene,155.48,OUT001,1987,High,Tier 2,Supermarket Type1,4017.84
FD3567,12.18,Regular,0.12,Snack Foods,125.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,2916.01
FD5123,14.07,Low Sugar,0.1,Breads,138.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3598.36
FD1423,12.55,Regular,0.175,Dairy,170.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3912.55
FD8717,12.09,Low Sugar,0.152,Frozen Foods,130.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,2990.29
FD5302,11.3,Low Sugar,0.022,Dairy,133.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,2870.61
FD2076,14.49,Low Sugar,0.006,Starchy Foods,132.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3566.64
FD728,14.71,Regular,0.05,Meat,167.8,OUT003,1999,Medium,Tier 1,Departmental Store,4342.1
FD3524,12.23,Low Sugar,0.081,Fruits and Vegetables,138.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3187.99
FD3023,11.73,Low Sugar,0.015,Canned,168.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3680.91
NC7972,11.17,No Sugar,0.028,Household,129.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,2756.73
FD2864,14.57,Low Sugar,0.06,Snack Foods,161.93,OUT001,1987,High,Tier 2,Supermarket Type1,4191.84
FD3153,14.12,Low Sugar,0.151,Fruits and Vegetables,140.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3659.99
FD4811,7.76,Low Sugar,0.076,Snack Foods,172.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,2875.96
NC7951,13.29,No Sugar,0.124,Health and Hygiene,174.98,OUT001,1987,High,Tier 2,Supermarket Type1,4169.06
FD617,10.89,Regular,0.032,Baking Goods,147.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3053.74
NC4289,14.2,No Sugar,0.084,Others,176.23,OUT003,1999,Medium,Tier 1,Departmental Store,4400.12
FD827,12.22,Regular,0.064,Baking Goods,151.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3437.02
FD3587,12.9,Low Sugar,0.078,Meat,138.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3333.76
FD5014,13.27,Regular,0.069,Seafood,194.1,OUT001,1987,High,Tier 2,Supermarket Type1,4556.64
FD6517,12.78,Low Sugar,0.058,Snack Foods,181.08,OUT001,1987,High,Tier 2,Supermarket Type1,4177.68
DR4580,11.05,Low Sugar,0.112,Soft Drinks,120.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2543.44
NC8115,12.82,No Sugar,0.083,Household,128.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3111.82
FD2192,13.73,Low Sugar,0.04,Fruits and Vegetables,157.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3915.56
FD7699,12.45,Regular,0.03,Snack Foods,137.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3220.32
NC2451,15.96,No Sugar,0.076,Household,211.49,OUT003,1999,Medium,Tier 1,Departmental Store,5520.55
FD5092,13.03,Low Sugar,0.041,Canned,141.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3416.16
FD2297,9.79,Low Sugar,0.027,Dairy,136.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2593.29
FD4680,11.04,Low Sugar,0.121,Fruits and Vegetables,142.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3003.75
FD4879,13.64,Low Sugar,0.016,Breakfast,140.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3547.44
FD6314,13.63,Low Sugar,0.147,Fruits and Vegetables,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3887.29
FD5351,10.88,Regular,0.031,Meat,138.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2886.87
DR6273,6.35,Low Sugar,0.042,Hard Drinks,99.53,OUT002,1998,Small,Tier 3,Food Mart,1057.1
NC3142,14.41,No Sugar,0.019,Health and Hygiene,143.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3783.88
FD4878,13.72,Low Sugar,0.057,Snack Foods,120.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3143.55
FD2498,11.3,Low Sugar,0.282,Baking Goods,173.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.66
FD5443,11.53,Regular,0.083,Frozen Foods,158.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3435.06
FD5935,11.94,Regular,0.074,Frozen Foods,126.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2864.2
FD3284,12.95,Low Sugar,0.057,Fruits and Vegetables,148.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3546.03
DR3159,17.97,Low Sugar,0.049,Hard Drinks,204.44,OUT003,1999,Medium,Tier 1,Departmental Store,5830.62
FD47,15.2,Low Sugar,0.061,Snack Foods,190.59,OUT001,1987,High,Tier 2,Supermarket Type1,4566.56
NC1365,16.43,No Sugar,0.128,Health and Hygiene,158.69,OUT001,1987,High,Tier 2,Supermarket Type1,4546.04
FD721,11.67,Regular,0.103,Fruits and Vegetables,134.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,2979.27
FD2762,10.36,Low Sugar,0.021,Baking Goods,139.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2771.99
FD3899,14.4,Low Sugar,0.138,Fruits and Vegetables,172.66,OUT003,1999,Medium,Tier 1,Departmental Store,4372.24
FD8718,12.23,Low Sugar,0.019,Meat,133.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,3090.41
FD6472,11.97,Low Sugar,0.004,Frozen Foods,116.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,2666.55
FD1553,9.82,Low Sugar,0.086,Snack Foods,95.63,OUT002,1998,Small,Tier 3,Food Mart,1762.29
FD1318,14.42,Low Sugar,0.132,Snack Foods,118.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3268.22
NC5093,15.75,No Sugar,0.031,Health and Hygiene,131.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3834.57
NC8338,12.26,No Sugar,0.094,Health and Hygiene,157.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.84
FD4147,10.09,Low Sugar,0.038,Frozen Foods,129.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,2511.29
FD55,11.24,Low Sugar,0.046,Snack Foods,149.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2335.73
FD8177,14.27,Low Sugar,0.124,Fruits and Vegetables,152.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3929.58
FD262,14.38,Low Sugar,0.119,Canned,131.19,OUT003,1999,Medium,Tier 1,Departmental Store,5811.24
FD2275,10.57,Low Sugar,0.042,Meat,125.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,2537.74
DR8097,11.03,Low Sugar,0.093,Soft Drinks,132.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2780.72
FD110,15.13,Low Sugar,0.099,Meat,148.98,OUT001,1987,High,Tier 2,Supermarket Type1,4914.05
NC50,11.05,No Sugar,0.12,Health and Hygiene,147.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3506.4
FD4800,11.38,Low Sugar,0.021,Dairy,140.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.9
FD654,12.15,Low Sugar,0.055,Snack Foods,144.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3292.92
FD6959,9.24,Low Sugar,0.049,Breakfast,140.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,2554.71
FD7124,7.12,Regular,0.009,Dairy,57.41,OUT002,1998,Small,Tier 3,Food Mart,368.72
FD345,14.07,Low Sugar,0.111,Snack Foods,185.51,OUT002,1998,Small,Tier 3,Food Mart,1489.42
FD7088,14.31,Low Sugar,0.161,Fruits and Vegetables,110.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3073.8
FD1388,10.74,Low Sugar,0.128,Canned,132.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2716.76
FD3246,9.7,Low Sugar,0.098,Dairy,153.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2925.31
FD2577,13.48,Low Sugar,0.01,Frozen Foods,143.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3577.24
FD1321,4,Low Sugar,0.077,Snack Foods,75.44,OUT002,1998,Small,Tier 3,Food Mart,33
NC2988,13.31,No Sugar,0.12,Others,132.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3301.78
FD1900,9.16,Low Sugar,0.026,Fruits and Vegetables,86.38,OUT002,1998,Small,Tier 3,Food Mart,1423.14
FD3932,13.96,Low Sugar,0.01,Fruits and Vegetables,132.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3445.19
FD1105,10.53,Low Sugar,0.007,Frozen Foods,137.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2769.18
FD3880,15.03,Low Sugar,0.089,Canned,148.1,OUT001,1987,High,Tier 2,Supermarket Type1,4011.61
DR3678,12.03,Low Sugar,0.029,Soft Drinks,148.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3345.85
NC2741,13.98,No Sugar,0.025,Household,143.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3672.74
NC5457,12.29,No Sugar,0.037,Household,129.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3007.15
FD6909,15.04,Low Sugar,0.04,Frozen Foods,131.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3669
FD1167,10.27,Regular,0.031,Canned,141.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2808.26
FD5765,12.44,Regular,0.292,Canned,125.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2963.87
FD3859,11.71,Low Sugar,0.054,Canned,168.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3688.46
FD2175,8.59,Low Sugar,0.096,Snack Foods,92.6,OUT002,1998,Small,Tier 3,Food Mart,1421.24
NC2457,13.82,No Sugar,0.104,Household,197.84,OUT001,1987,High,Tier 2,Supermarket Type1,4757.76
FD844,13.28,Regular,0.146,Meat,128.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.45
FD597,12.73,Low Sugar,0.027,Baking Goods,144.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,5462.86
FD330,18.36,Low Sugar,0.079,Dairy,172.49,OUT003,1999,Medium,Tier 1,Departmental Store,4765.2
FD8730,16.24,Low Sugar,0.032,Fruits and Vegetables,196.44,OUT003,1999,Medium,Tier 1,Departmental Store,5273.89
FD3085,16.02,Low Sugar,0.132,Baking Goods,187.35,OUT003,1999,Medium,Tier 1,Departmental Store,5039.06
FD663,13.62,Low Sugar,0.035,Snack Foods,173.85,OUT003,1999,Medium,Tier 1,Departmental Store,4221.53
FD7340,13.42,Regular,0.154,Frozen Foods,166.81,OUT001,1987,High,Tier 2,Supermarket Type1,4032.41
FD2570,8.72,Low Sugar,0.08,Canned,100.94,OUT002,1998,Small,Tier 3,Food Mart,1621.05
DR7541,11.09,Low Sugar,0.052,Soft Drinks,149.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3144.5
FD311,14.34,Low Sugar,0.16,Fruits and Vegetables,162.53,OUT003,1999,Medium,Tier 1,Departmental Store,6111.13
FD5054,14.18,Regular,0.144,Frozen Foods,161.28,OUT001,1987,High,Tier 2,Supermarket Type1,4090.87
FD7947,12.75,Regular,0.073,Baking Goods,132.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3171.68
NC8756,11.12,No Sugar,0.137,Health and Hygiene,99.28,OUT002,1998,Small,Tier 3,Food Mart,2129.23
FD4430,14.55,Regular,0.092,Fruits and Vegetables,197.58,OUT001,1987,High,Tier 2,Supermarket Type1,4917.22
FD2867,14.43,Low Sugar,0.106,Fruits and Vegetables,172.82,OUT003,1999,Medium,Tier 1,Departmental Store,4382.21
FD7338,14.35,Low Sugar,0.116,Meat,145.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3809.87
DR4764,10.95,Low Sugar,0.063,Hard Drinks,173.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3605.53
NC5364,12.76,No Sugar,0.157,Health and Hygiene,146.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3458.42
FD5100,11.08,Low Sugar,0.031,Snack Foods,174.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3666.53
FD4026,14.25,Low Sugar,0.147,Snack Foods,142.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.25
NC6465,14.15,No Sugar,0.022,Household,172.94,OUT003,1999,Medium,Tier 1,Departmental Store,4320.69
FD3323,12.1,Low Sugar,0.147,Baking Goods,166.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3719.31
FD8459,14,Low Sugar,0.016,Fruits and Vegetables,212.16,OUT003,1999,Medium,Tier 1,Departmental Store,5090.19
FD3767,11.43,Regular,0.05,Dairy,149.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.49
FD6447,14.09,Low Sugar,0.064,Snack Foods,187.21,OUT001,1987,High,Tier 2,Supermarket Type1,4600.44
FD5058,14.18,Low Sugar,0.179,Dairy,161.86,OUT001,1987,High,Tier 2,Supermarket Type1,4102.79
FD7192,12.81,Low Sugar,0.144,Dairy,166.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3887.95
FD693,17.35,reg,0.14,Snack Foods,179.06,OUT003,1999,Medium,Tier 1,Departmental Store,5169.27
FD5102,11.12,Low Sugar,0.111,Dairy,97.35,OUT002,1998,Small,Tier 3,Food Mart,2091.07
FD4797,17.2,Regular,0.076,Breads,186.98,OUT003,1999,Medium,Tier 1,Departmental Store,5298.74
FD6162,12.45,Regular,0.025,Fruits and Vegetables,166.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3805.5
FD1221,12.32,Low Sugar,0.01,Frozen Foods,160.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3659.31
NC1606,12.35,No Sugar,0.039,Household,166.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3778.07
DR2568,14.66,Low Sugar,0.014,Hard Drinks,168.73,OUT003,1999,Medium,Tier 1,Departmental Store,4350.25
NC7054,16.59,No Sugar,0.077,Others,151.9,OUT003,1999,Medium,Tier 1,Departmental Store,4443.4
FD8297,15.45,Low Sugar,0.038,Breads,191.67,OUT003,1999,Medium,Tier 1,Departmental Store,4999.38
FD1126,11.82,Regular,0.186,Dairy,109.6,OUT001,1987,High,Tier 2,Supermarket Type1,2499.78
FD2774,13.56,Regular,0.017,Frozen Foods,150.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3721.56
DR8440,10.97,Low Sugar,0.024,Hard Drinks,144.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3016.47
NC4283,14,No Sugar,0.066,Household,136.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3551.29
NC1267,13.35,No Sugar,0.149,Household,150.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3683.78
NC3402,9.51,No Sugar,0.053,Household,126.58,OUT001,1987,High,Tier 2,Supermarket Type1,2324.75
NC6262,13.53,No Sugar,0.023,Household,196.65,OUT001,1987,High,Tier 2,Supermarket Type1,4665.89
FD1042,17.91,Low Sugar,0.028,Breads,171.88,OUT003,1999,Medium,Tier 1,Departmental Store,5149.46
FD3158,14.62,Low Sugar,0.027,Dairy,184.18,OUT001,1987,High,Tier 2,Supermarket Type1,4658.55
FD6754,14.85,Regular,0.013,Snack Foods,195.45,OUT001,1987,High,Tier 2,Supermarket Type1,4939.56
FD924,12.51,Low Sugar,0.069,Canned,154.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3570.35
FD1636,15.92,Low Sugar,0.14,Meat,96.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3147.34
FD4170,13.46,Low Sugar,0.014,Dairy,192.81,OUT001,1987,High,Tier 2,Supermarket Type1,4571.47
FD6717,14.7,Low Sugar,0.03,Meat,175.92,OUT001,1987,High,Tier 2,Supermarket Type1,4506.03
FD1764,12.43,Regular,0.044,Frozen Foods,160.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3676.83
FD6863,10.59,Low Sugar,0.086,Snack Foods,148.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3013.06
FD6808,11.7,Low Sugar,0.032,Canned,155.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3413.37
FD7762,9.58,Regular,0.136,Fruits and Vegetables,123.6,OUT002,1998,Small,Tier 3,Food Mart,2279.58
FD1412,10.77,Low Sugar,0.104,Fruits and Vegetables,114.96,OUT001,1987,High,Tier 2,Supermarket Type1,2371.56
FD1198,10.95,Low Sugar,0.12,Canned,121.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2550.16
FD5835,14.26,Low Sugar,0.039,Snack Foods,141.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3700.78
FD948,10.92,Low Sugar,0.053,Fruits and Vegetables,146.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3058.47
NC4037,12.36,No Sugar,0.098,Household,102.01,OUT001,1987,High,Tier 2,Supermarket Type1,2466.62
FD6084,9.64,Low Sugar,0.094,Baking Goods,160.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3058
FD5665,11.74,Low Sugar,0.03,Breakfast,90.7,OUT002,1998,Small,Tier 3,Food Mart,2094.27
FD3468,14.96,Low Sugar,0.034,Dairy,159.93,OUT003,1999,Medium,Tier 1,Departmental Store,4237.55
FD1705,13.1,Low Sugar,0.078,Canned,145.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3523.76
FD7904,13.61,Regular,0.139,Meat,168.22,OUT001,1987,High,Tier 2,Supermarket Type1,4103.73
FD650,15.07,Low Sugar,0.043,Meat,135.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3754.54
NC8123,10.67,No Sugar,0.177,Health and Hygiene,135.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2760.61
NC5771,15.04,No Sugar,0.018,Others,135.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3757.4
NC2079,9.91,No Sugar,0.038,Health and Hygiene,68.04,OUT002,1998,Small,Tier 3,Food Mart,1216.1
FD7502,9.19,Regular,0.046,Meat,108.36,OUT002,1998,Small,Tier 3,Food Mart,1879.58
FD6043,13.68,Low Sugar,0.018,Baking Goods,163.02,OUT001,1987,High,Tier 2,Supermarket Type1,4012.35
DR3082,12.43,Low Sugar,0.233,Soft Drinks,161.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3691.03
FD3986,9.49,Low Sugar,0.01,Fruits and Vegetables,109.57,OUT002,1998,Small,Tier 3,Food Mart,1972.99
FD8411,15.78,Low Sugar,0.033,Dairy,180.1,OUT001,1987,High,Tier 2,Supermarket Type1,4837.14
FD6464,12.71,Regular,0.058,Fruits and Vegetables,186.11,OUT003,1999,Medium,Tier 1,Departmental Store,4266.96
FD1758,15.02,Low Sugar,0.044,Snack Foods,193.24,OUT001,1987,High,Tier 2,Supermarket Type1,4934.83
NC5950,9.8,No Sugar,0.096,Household,111.52,OUT002,1998,Small,Tier 3,Food Mart,2082.24
FD104,12.15,Regular,0.015,Baking Goods,171.07,OUT003,1999,Medium,Tier 1,Departmental Store,6367.83
NC3827,13.59,No Sugar,0.089,Health and Hygiene,128.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3284.47
NC4115,15.63,No Sugar,0.106,Household,151.5,OUT003,1999,Medium,Tier 1,Departmental Store,4218.53
NC4895,12.11,No Sugar,0.033,Health and Hygiene,175.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,3908.14
FD5521,10.2,Low Sugar,0.073,Dairy,152,OUT004,2009,Medium,Tier 2,Supermarket Type2,3000.24
FD319,16.69,Regular,0.147,Canned,169.3,OUT003,1999,Medium,Tier 1,Departmental Store,4238.57
FD1912,11.17,Regular,0.039,Fruits and Vegetables,176.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3722.47
FD7919,14.55,Regular,0.009,Fruits and Vegetables,179.65,OUT001,1987,High,Tier 2,Supermarket Type1,4549.13
FD979,12.24,Low Sugar,0.14,Fruits and Vegetables,127.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2956.53
FD2130,8.2,Regular,0.078,Snack Foods,126.68,OUT002,1998,Small,Tier 3,Food Mart,2030.27
FD198,11.64,Low Sugar,0.029,Frozen Foods,182.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,2585.94
NC7934,11.43,No Sugar,0.079,Household,133.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,2900.24
FD1917,8.95,Regular,0.016,Baking Goods,108.2,OUT002,1998,Small,Tier 3,Food Mart,1821.4
FD1552,9.6,Regular,0.042,Fruits and Vegetables,123.66,OUT002,1998,Small,Tier 3,Food Mart,2284.46
NC3527,15.96,No Sugar,0.08,Health and Hygiene,176.87,OUT001,1987,High,Tier 2,Supermarket Type1,4810.74
FD1582,14.27,Low Sugar,0.123,Baking Goods,164.77,OUT001,1987,High,Tier 2,Supermarket Type1,4181.46
DR1957,10.23,Low Sugar,0.129,Soft Drinks,54.23,OUT002,1998,Small,Tier 3,Food Mart,1005.98
FD1335,10.94,Low Sugar,0.147,Canned,157.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3278.64
FD2841,10.49,Low Sugar,0.047,Baking Goods,122.86,OUT001,1987,High,Tier 2,Supermarket Type1,2468.94
NC8487,11.43,No Sugar,0.057,Others,104.83,OUT001,1987,High,Tier 2,Supermarket Type1,2314.66
FD8695,16.76,Low Sugar,0.177,Dairy,156.14,OUT001,1987,High,Tier 2,Supermarket Type1,4568.26
FD5148,11.49,Low Sugar,0.06,Dairy,94.19,OUT002,1998,Small,Tier 3,Food Mart,2110.46
FD2870,14.23,Low Sugar,0.079,Baking Goods,123.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3320.06
FD8710,11.71,Low Sugar,0.031,Dairy,143.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3167.46
FD5253,15.93,Regular,0.01,Meat,168.69,OUT001,1987,High,Tier 2,Supermarket Type1,4636.72
FD3357,10.7,Low Sugar,0.007,Breakfast,134.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,2758.43
FD8543,13.82,Low Sugar,0.098,Fruits and Vegetables,149.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3773.69
FD1611,13.88,Regular,0.035,Fruits and Vegetables,124.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3275.64
FD5639,15.82,Low Sugar,0.031,Fruits and Vegetables,162.76,OUT003,1999,Medium,Tier 1,Departmental Store,4489.9
NC573,12.98,No Sugar,0.007,Health and Hygiene,194.72,OUT001,1987,High,Tier 2,Supermarket Type1,4805.01
FD5586,13.49,Low Sugar,0.049,Baking Goods,175.16,OUT003,1999,Medium,Tier 1,Departmental Store,4218.28
FD1425,9.54,Regular,0.046,Fruits and Vegetables,136.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2541.53
DR4947,14.26,Regular,0.087,Hard Drinks,147.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3823.3
FD1870,14.45,Low Sugar,0.049,Snack Foods,202.59,OUT001,1987,High,Tier 2,Supermarket Type1,4995.61
DR6024,10.22,Low Sugar,0.175,Soft Drinks,136.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,2684.44
FD3409,15.01,Regular,0.141,Breads,146.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3982.14
NC356,11.75,No Sugar,0.042,Health and Hygiene,188.18,OUT003,1999,Medium,Tier 1,Departmental Store,5753.25
FD7698,12.49,Low Sugar,0.027,Baking Goods,130.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3069.39
FD3761,11.76,Low Sugar,0.021,Snack Foods,158.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3493.01
NC1565,11.84,No Sugar,0.122,Others,140.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3129.85
FD4882,9.35,Low Sugar,0.049,Canned,102.96,OUT002,1998,Small,Tier 3,Food Mart,1804.36
FD6140,14.7,Low Sugar,0.103,Seafood,148.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3948.31
FD1029,15.62,Low Sugar,0.102,Snack Foods,200.97,OUT003,1999,Medium,Tier 1,Departmental Store,5226.64
NC1411,15.68,No Sugar,0.015,Household,158.82,OUT003,1999,Medium,Tier 1,Departmental Store,4378.72
