booking_id,lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status
INNHG_130763,54,Online,1,123.3,2,0,2022-09-02,0,2,Canceled
INNHG_130764,223,Online,1,89.73,2,4,2022-09-02,0,12,Canceled
INNHG_130765,59,Online,1,120.96,2,2,2022-09-02,0,3,Canceled
INNHG_130766,89,Online,0,135.9,2,0,2022-09-02,0,2,Canceled
INNHG_130767,34,Online,1,99.0,2,0,2022-09-02,0,1,Canceled
INNHG_130768,60,Online,0,123.3,2,0,2022-09-02,0,2,Canceled
INNHG_130769,178,Online,0,112.01,2,2,2022-09-02,0,5,Canceled
INNHG_130770,49,Online,0,142.2,3,0,2022-09-02,0,1,Canceled
INNHG_130771,241,Online,1,101.79,2,2,2022-09-02,0,2,Canceled
INNHG_130772,226,Online,0,112.0,2,1,2022-09-02,0,2,Canceled
INNHG_130773,55,Online,1,108.0,2,1,2022-09-02,0,2,Canceled
INNHG_130774,54,Online,0,123.3,2,1,2022-09-02,0,2,Canceled
INNHG_130775,56,Online,0,99.0,2,0,2022-09-02,0,1,Canceled
INNHG_130776,174,Online,1,119.85,2,2,2022-09-02,0,2,Canceled
INNHG_130777,174,Online,1,119.85,2,2,2022-09-02,0,2,Canceled
INNHG_130778,33,Online,1,181.8,2,2,2022-09-02,0,2,Canceled
INNHG_130779,196,Online,1,96.05,2,2,2022-09-04,0,3,Not Canceled
INNHG_130780,48,Online,1,109.8,2,2,2022-09-04,0,0,Not Canceled
INNHG_130781,48,Online,1,126.0,2,2,2022-09-04,0,0,Not Canceled
INNHG_130782,64,Online,1,103.95,2,2,2022-09-04,0,2,Not Canceled
INNHG_130783,13,Online,1,160.0,2,2,2022-09-04,0,1,Not Canceled
INNHG_130784,83,Offline,1,101.15,2,1,2022-09-04,0,0,Not Canceled
INNHG_130785,141,Online,2,133.65,2,2,2022-09-04,0,2,Not Canceled
INNHG_130786,142,Offline,0,101.15,2,2,2022-09-04,0,1,Not Canceled
INNHG_130787,141,Online,2,149.85,2,2,2022-09-04,0,2,Not Canceled
INNHG_130788,124,Online,4,163.8,2,2,2022-09-04,0,1,Not Canceled
INNHG_130789,66,Online,2,119.16,2,2,2022-09-04,0,3,Not Canceled
INNHG_130790,51,Online,2,109.8,2,1,2022-09-04,0,0,Not Canceled
INNHG_130791,4,Online,2,169.0,2,2,2022-09-04,0,3,Not Canceled
INNHG_130792,62,Online,2,98.55,2,2,2022-09-04,0,2,Not Canceled
INNHG_130793,53,Online,2,128.1,2,2,2022-09-04,0,4,Not Canceled
INNHG_130794,41,Offline,0,139.95,2,2,2022-09-04,0,2,Not Canceled
INNHG_130795,26,Online,2,122.0,2,1,2022-09-04,0,0,Not Canceled
INNHG_130796,125,Online,5,99.79,2,4,2022-09-04,0,6,Not Canceled
INNHG_130797,63,Online,1,99.0,2,1,2022-09-04,0,0,Not Canceled
INNHG_130798,133,Offline,0,97.92,2,2,2022-09-04,0,0,Not Canceled
INNHG_130799,63,Online,2,103.95,2,2,2022-09-04,0,2,Not Canceled
INNHG_130800,80,Offline,0,85.0,1,2,2022-09-04,0,4,Not Canceled
INNHG_130801,17,Online,2,138.0,2,1,2022-09-04,0,0,Not Canceled
INNHG_130802,57,Online,2,117.45,2,2,2022-09-04,0,2,Not Canceled
INNHG_130803,80,Offline,0,85.0,1,2,2022-09-04,0,4,Not Canceled
INNHG_130804,18,Online,3,122.5,2,2,2022-09-04,0,0,Not Canceled
INNHG_130805,91,Online,1,168.3,3,2,2022-09-04,0,0,Not Canceled
INNHG_130806,63,Online,1,103.95,2,2,2022-09-04,0,2,Not Canceled
INNHG_130807,105,Online,2,118.8,2,2,2022-09-04,0,2,Not Canceled
INNHG_130808,79,Offline,0,76.5,2,2,2022-09-04,0,1,Not Canceled
INNHG_130809,67,Online,1,127.8,2,2,2022-09-04,0,5,Not Canceled
INNHG_130810,89,Offline,1,85.0,1,2,2022-09-04,0,5,Not Canceled
INNHG_130811,66,Online,3,177.66,2,2,2022-09-04,0,3,Not Canceled
INNHG_130812,56,Online,1,117.45,2,2,2022-09-04,0,2,Not Canceled
INNHG_130813,196,Online,1,96.05,2,2,2022-09-04,0,3,Not Canceled
INNHG_130814,68,Online,2,87.3,2,2,2022-09-04,0,0,Not Canceled
INNHG_130815,213,Offline,0,90.95,2,2,2022-09-04,0,1,Not Canceled
INNHG_130816,89,Offline,0,85.0,1,2,2022-09-04,0,4,Not Canceled
INNHG_130817,83,Offline,1,101.15,2,1,2022-09-04,0,0,Not Canceled
INNHG_130818,84,Online,2,125.1,2,2,2022-09-04,0,1,Not Canceled
INNHG_130819,224,Online,1,97.96,2,2,2022-09-04,0,2,Not Canceled
INNHG_130820,10,Online,1,87.05,2,2,2022-09-04,0,3,Not Canceled
INNHG_130821,84,Online,2,125.1,2,2,2022-09-04,0,1,Not Canceled
INNHG_130822,49,Online,3,109.8,2,2,2022-09-04,0,0,Not Canceled
INNHG_130823,136,Offline,0,80.75,2,2,2022-09-04,0,2,Not Canceled
INNHG_130824,47,Online,1,117.45,2,2,2022-09-04,0,2,Not Canceled
INNHG_130825,9,Online,1,94.86,1,2,2022-09-04,0,2,Not Canceled
INNHG_130826,0,Offline,1,85.0,1,2,2022-09-04,0,4,Not Canceled
INNHG_130827,52,Online,0,98.82,2,1,2022-09-04,0,0,Canceled
INNHG_130828,29,Online,1,130.15,2,2,2022-09-04,0,0,Canceled
INNHG_130829,188,Online,1,112.01,2,2,2022-09-04,0,2,Canceled
INNHG_130830,62,Online,0,109.8,2,1,2022-09-04,0,0,Canceled
INNHG_130831,151,Online,2,126.9,2,2,2022-09-04,0,5,Canceled
INNHG_130832,174,Online,0,109.65,2,2,2022-09-04,0,2,Canceled
INNHG_130833,41,Online,0,208.93,2,2,2022-09-04,0,3,Canceled
INNHG_130834,88,Online,0,149.4,2,2,2022-09-04,0,4,Canceled
INNHG_130835,62,Online,1,98.55,1,2,2022-09-04,0,2,Canceled
INNHG_130836,243,Online,0,89.17,1,4,2022-09-04,0,6,Canceled
INNHG_130837,36,Online,1,123.97,2,2,2022-09-04,0,1,Canceled
INNHG_130838,18,Online,0,118.0,2,1,2022-09-04,0,0,Canceled
INNHG_130839,62,Online,0,96.23,2,2,2022-09-04,0,2,Canceled
INNHG_130840,18,Online,0,118.0,2,1,2022-09-04,0,0,Canceled
INNHG_130841,42,Online,1,182.34,2,2,2022-09-04,0,3,Canceled
INNHG_130842,58,Online,1,128.1,2,2,2022-09-04,0,4,Canceled
INNHG_130843,40,Online,0,106.9,0,2,2022-09-04,0,5,Canceled
INNHG_130844,30,Online,0,110.97,2,2,2022-09-04,0,0,Canceled
INNHG_130845,151,Online,2,121.5,2,2,2022-09-04,0,5,Canceled
INNHG_130846,196,Online,0,102.85,2,4,2022-09-04,0,6,Canceled
INNHG_130847,69,Online,1,149.4,2,2,2022-09-04,0,5,Canceled
INNHG_130848,224,Online,1,114.9,2,2,2022-09-04,0,4,Canceled
INNHG_130849,62,Online,0,96.23,0,2,2022-09-04,0,2,Canceled
INNHG_130850,69,Online,1,135.9,2,2,2022-09-04,0,3,Canceled
INNHG_130851,184,Online,0,152.15,2,2,2022-09-04,0,3,Canceled
INNHG_130852,12,Online,0,154.0,2,2,2022-09-04,0,0,Canceled
INNHG_130853,67,Online,0,119.16,2,2,2022-09-04,0,3,Canceled
INNHG_130854,153,Online,0,116.1,2,2,2022-09-04,0,0,Canceled
INNHG_130855,76,Online,1,207.9,3,2,2022-09-04,0,0,Canceled
INNHG_130856,62,Online,1,98.55,1,2,2022-09-04,0,2,Canceled
INNHG_130857,164,Online,0,116.1,2,2,2022-09-04,0,2,Canceled
INNHG_130858,53,Online,0,131.14,2,2,2022-09-04,0,5,Canceled
INNHG_130859,64,Online,0,131.14,2,2,2022-09-04,0,5,Canceled
INNHG_130860,62,Online,0,99.0,2,1,2022-09-04,0,0,Canceled
INNHG_130861,186,Online,1,112.01,0,2,2022-09-04,0,2,Canceled
INNHG_130862,64,Online,1,143.5,2,1,2022-09-04,0,0,Canceled
INNHG_130863,97,Online,1,125.1,2,0,2022-09-06,0,4,Not Canceled
INNHG_130864,115,Online,2,129.6,2,2,2022-09-06,0,8,Not Canceled
INNHG_130865,23,Online,1,118.0,2,0,2022-09-06,1,2,Not Canceled
INNHG_130866,4,Online,1,149.0,2,0,2022-09-06,0,5,Not Canceled
INNHG_130867,1,Online,0,67.0,1,0,2022-09-06,1,2,Not Canceled
INNHG_130868,5,Online,1,110.11,1,0,2022-09-06,0,2,Not Canceled
INNHG_130869,110,Online,1,99.79,2,0,2022-09-06,0,4,Not Canceled
INNHG_130870,65,Online,1,107.1,2,0,2022-09-06,1,2,Not Canceled
INNHG_130871,73,Online,2,168.3,3,0,2022-09-06,0,2,Not Canceled
INNHG_130872,128,Online,2,162.0,3,0,2022-09-06,0,4,Not Canceled
INNHG_130873,31,Online,1,87.3,2,0,2022-09-06,0,1,Not Canceled
INNHG_130874,150,Offline,1,80.75,2,0,2022-09-06,0,3,Not Canceled
INNHG_130875,19,Online,2,162.29,2,2,2022-09-06,0,5,Not Canceled
INNHG_130876,137,Online,2,135.9,2,0,2022-09-06,1,2,Not Canceled
INNHG_130877,103,Offline,1,159.84,3,0,2022-09-06,0,3,Not Canceled
INNHG_130878,1,Online,0,95.0,1,0,2022-09-06,0,1,Not Canceled
INNHG_130879,103,Offline,0,97.92,2,0,2022-09-06,0,3,Not Canceled
INNHG_130880,72,Online,1,168.3,3,0,2022-09-06,0,2,Not Canceled
INNHG_130881,36,Online,0,99.68,2,0,2022-09-06,0,3,Not Canceled
INNHG_130882,59,Online,2,171.0,2,1,2022-09-06,0,5,Not Canceled
INNHG_130883,82,Offline,0,95.0,2,1,2022-09-06,0,5,Not Canceled
INNHG_130884,1,Online,0,67.0,1,0,2022-09-06,1,3,Not Canceled
INNHG_130885,60,Online,0,167.04,3,2,2022-09-06,0,5,Not Canceled
INNHG_130886,57,Online,2,130.5,2,0,2022-09-06,0,4,Not Canceled
INNHG_130887,65,Online,0,98.1,2,0,2022-09-06,0,1,Not Canceled
INNHG_130888,87,Online,1,183.6,2,2,2022-09-06,0,5,Not Canceled
INNHG_130889,48,Online,2,195.3,2,1,2022-09-06,0,5,Not Canceled
INNHG_130890,126,Offline,0,89.24,2,0,2022-09-06,0,2,Not Canceled
INNHG_130891,40,Online,1,87.3,2,0,2022-09-06,0,2,Not Canceled
INNHG_130892,11,Online,1,87.01,1,0,2022-09-06,0,3,Not Canceled
INNHG_130893,4,Online,1,67.0,1,0,2022-09-06,1,3,Not Canceled
INNHG_130894,19,Online,1,118.0,1,0,2022-09-06,0,2,Not Canceled
INNHG_130895,82,Offline,0,85.0,1,0,2022-09-06,0,5,Not Canceled
INNHG_130896,230,Online,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130897,230,Online,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130898,67,Online,1,98.1,2,0,2022-09-06,0,2,Canceled
INNHG_130899,230,Online,0,111.0,1,0,2022-09-06,0,5,Canceled
INNHG_130900,230,Online,0,111.0,1,0,2022-09-06,0,5,Canceled
INNHG_130901,230,Online,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130902,230,Online,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130903,57,Online,0,124.2,2,0,2022-09-06,0,3,Canceled
INNHG_130904,230,Online,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130905,230,Online,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130906,64,Online,0,136.8,2,1,2022-09-06,0,5,Canceled
INNHG_130907,230,Online,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130908,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130909,49,Online,0,89.91,2,0,2022-09-06,0,3,Canceled
INNHG_130910,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130911,230,Offline,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130912,66,Online,0,138.6,2,2,2022-09-06,0,5,Canceled
INNHG_130913,49,Online,0,110.7,2,0,2022-09-06,0,3,Canceled
INNHG_130914,5,Online,0,134.1,2,0,2022-09-06,0,1,Canceled
INNHG_130915,230,Offline,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130916,202,Online,2,128.85,2,0,2022-09-06,0,4,Canceled
INNHG_130917,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130918,174,Offline,0,111.0,1,0,2022-09-06,0,5,Canceled
INNHG_130919,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130920,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130921,22,Online,1,118.0,2,0,2022-09-06,0,2,Canceled
INNHG_130922,205,Online,0,143.1,2,0,2022-09-06,0,1,Canceled
INNHG_130923,71,Online,0,135.9,2,0,2022-09-06,0,3,Canceled
INNHG_130924,61,Online,1,120.6,2,0,2022-09-06,0,2,Canceled
INNHG_130925,230,Offline,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130926,230,Offline,0,111.0,1,0,2022-09-06,0,5,Canceled
INNHG_130927,230,Offline,0,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130928,230,Offline,1,137.0,2,0,2022-09-06,0,5,Canceled
INNHG_130929,170,Online,0,91.44,2,0,2022-09-06,0,3,Canceled
INNHG_130930,57,Online,0,140.13,3,0,2022-09-07,0,3,Not Canceled
INNHG_130931,9,Online,1,0.0,2,0,2022-09-07,0,1,Not Canceled
INNHG_130932,57,Online,3,87.3,2,0,2022-09-07,0,1,Not Canceled
INNHG_130933,125,Online,2,136.0,2,0,2022-09-07,0,4,Not Canceled
INNHG_130934,191,Offline,1,80.75,2,2,2022-09-07,0,5,Not Canceled
INNHG_130935,125,Online,2,136.0,2,0,2022-09-07,0,4,Not Canceled
INNHG_130936,59,Online,1,139.5,3,0,2022-09-07,1,1,Not Canceled
INNHG_130937,43,Online,1,98.1,2,0,2022-09-07,0,1,Not Canceled
INNHG_130938,30,Online,3,109.0,2,0,2022-09-07,0,1,Not Canceled
INNHG_130939,52,Online,2,149.4,3,0,2022-09-07,0,2,Not Canceled
INNHG_130940,61,Online,1,207.64,2,2,2022-09-07,1,5,Not Canceled
INNHG_130941,84,Online,0,65.0,1,0,2022-09-07,0,1,Not Canceled
INNHG_130942,47,Online,0,139.95,2,0,2022-09-07,0,4,Not Canceled
INNHG_130943,57,Online,2,141.84,2,1,2022-09-07,0,4,Not Canceled
INNHG_130944,84,Online,0,65.0,1,0,2022-09-07,0,1,Not Canceled
INNHG_130945,46,Online,1,98.1,2,0,2022-09-07,0,1,Not Canceled
INNHG_130946,21,Online,1,118.0,2,0,2022-09-07,0,1,Not Canceled
INNHG_130947,67,Online,1,114.34,2,0,2022-09-07,0,3,Not Canceled
INNHG_130948,10,Online,1,114.73,2,0,2022-09-07,0,1,Not Canceled
INNHG_130949,44,Online,1,98.1,2,0,2022-09-07,0,1,Not Canceled
INNHG_130950,83,Online,2,135.9,2,0,2022-09-07,0,2,Not Canceled
INNHG_130951,109,Online,1,129.6,2,0,2022-09-07,0,3,Not Canceled
INNHG_130952,91,Online,2,109.29,2,1,2022-09-07,0,4,Not Canceled
INNHG_130953,8,Online,1,149.0,2,0,2022-09-07,0,2,Not Canceled
INNHG_130954,47,Online,0,139.95,2,0,2022-09-07,0,4,Not Canceled
INNHG_130955,122,Online,3,144.9,2,2,2022-09-07,0,4,Not Canceled
INNHG_130956,84,Online,0,65.0,1,0,2022-09-07,0,1,Not Canceled
INNHG_130957,57,Online,1,140.13,3,0,2022-09-07,0,3,Not Canceled
INNHG_130958,246,Offline,0,80.75,2,2,2022-09-07,0,5,Not Canceled
INNHG_130959,34,Online,0,111.6,2,0,2022-09-07,0,1,Not Canceled
INNHG_130960,144,Online,1,116.1,2,2,2022-09-07,0,5,Not Canceled
INNHG_130961,5,Online,1,149.0,1,0,2022-09-07,0,1,Not Canceled
INNHG_130962,38,Online,1,136.8,2,0,2022-09-07,0,3,Not Canceled
INNHG_130963,5,Online,2,184.0,2,0,2022-09-07,0,1,Not Canceled
INNHG_130964,9,Online,1,0.0,2,0,2022-09-07,0,1,Not Canceled
INNHG_130965,90,Offline,0,112.88,2,0,2022-09-07,0,3,Not Canceled
INNHG_130966,7,Online,2,149.0,2,0,2022-09-07,0,3,Not Canceled
INNHG_130967,105,Online,2,129.6,2,0,2022-09-07,0,4,Not Canceled
INNHG_130968,51,Online,1,96.3,2,0,2022-09-07,1,1,Not Canceled
INNHG_130969,51,Online,1,87.3,2,0,2022-09-07,0,1,Not Canceled
INNHG_130970,55,Online,2,122.4,3,1,2022-09-07,0,4,Not Canceled
INNHG_130971,109,Online,1,129.6,2,0,2022-09-07,0,3,Not Canceled
INNHG_130972,113,Online,0,118.8,1,1,2022-09-07,0,4,Canceled
INNHG_130973,81,Online,0,168.3,3,0,2022-09-07,0,3,Canceled
INNHG_130974,249,Online,1,126.9,2,0,2022-09-07,0,3,Canceled
INNHG_130975,90,Online,0,149.4,2,0,2022-09-07,0,4,Canceled
INNHG_130976,31,Online,1,152.81,3,0,2022-09-07,0,4,Canceled
INNHG_130977,65,Online,0,136.8,2,0,2022-09-07,0,3,Canceled
INNHG_130978,204,Online,1,119.85,2,4,2022-09-07,0,10,Canceled
INNHG_130979,163,Online,0,116.1,2,0,2022-09-07,0,2,Canceled
INNHG_130980,65,Online,0,136.8,2,0,2022-09-07,0,3,Canceled
INNHG_130981,68,Online,1,87.3,2,0,2022-09-07,0,1,Canceled
INNHG_130982,13,Online,0,119.0,2,0,2022-09-07,0,1,Canceled
INNHG_130983,194,Online,1,116.45,2,1,2022-09-07,0,4,Canceled
INNHG_130984,57,Online,0,158.85,3,0,2022-09-07,0,4,Canceled
INNHG_130985,66,Online,0,92.7,1,0,2022-09-07,0,1,Canceled
INNHG_130986,113,Offline,0,118.8,2,1,2022-09-07,0,4,Canceled
INNHG_130987,174,Online,2,126.9,2,0,2022-09-07,0,1,Canceled
INNHG_130988,80,Online,0,168.3,3,0,2022-09-07,0,1,Canceled
INNHG_130989,140,Online,0,116.1,2,0,2022-09-07,0,2,Canceled
INNHG_130990,55,Online,1,91.51,2,2,2022-09-10,0,1,Not Canceled
INNHG_130991,24,Offline,2,128.0,2,2,2022-09-10,0,2,Not Canceled
INNHG_130992,193,Online,1,97.71,2,2,2022-09-10,0,1,Not Canceled
INNHG_130993,130,Offline,0,99.95,2,2,2022-09-10,0,3,Not Canceled
INNHG_130994,33,Online,1,144.9,2,1,2022-09-10,0,1,Not Canceled
INNHG_130995,51,Offline,1,85.5,2,2,2022-09-10,0,2,Not Canceled
INNHG_130996,37,Online,2,149.4,2,2,2022-09-10,0,1,Not Canceled
INNHG_130997,40,Online,1,134.1,2,1,2022-09-10,0,1,Not Canceled
INNHG_130998,163,Offline,0,96.88,2,2,2022-09-10,0,5,Not Canceled
INNHG_130999,228,Online,1,90.1,2,2,2022-09-10,0,2,Not Canceled
INNHG_131000,97,Online,1,135.9,2,2,2022-09-10,0,3,Not Canceled
INNHG_131001,45,Online,1,96.33,2,2,2022-09-10,0,1,Not Canceled
INNHG_131002,32,Online,2,149.4,2,2,2022-09-10,0,2,Not Canceled
INNHG_131003,33,Online,2,207.9,2,2,2022-09-10,0,2,Not Canceled
INNHG_131004,24,Offline,1,109.0,2,2,2022-09-10,0,2,Not Canceled
INNHG_131005,55,Online,1,168.3,3,1,2022-09-10,0,1,Not Canceled
INNHG_131006,60,Online,2,149.4,2,2,2022-09-10,0,6,Not Canceled
INNHG_131007,38,Offline,0,85.5,2,2,2022-09-10,0,2,Not Canceled
INNHG_131008,1,Online,0,110.0,1,2,2022-09-10,0,3,Not Canceled
INNHG_131009,16,Offline,1,95.0,2,0,2022-09-10,0,1,Not Canceled
INNHG_131010,69,Online,0,125.1,2,0,2022-09-10,0,1,Not Canceled
INNHG_131011,33,Offline,0,120.6,3,1,2022-09-10,0,1,Not Canceled
INNHG_131012,44,Online,2,149.4,2,2,2022-09-10,0,1,Not Canceled
INNHG_131013,31,Online,1,178.42,2,2,2022-09-10,0,5,Not Canceled
INNHG_131014,41,Online,1,125.1,2,2,2022-09-10,0,1,Not Canceled
INNHG_131015,72,Online,1,135.9,2,1,2022-09-10,0,1,Not Canceled
INNHG_131016,33,Offline,0,85.5,2,1,2022-09-10,0,1,Not Canceled
INNHG_131017,37,Offline,0,85.5,2,2,2022-09-10,0,1,Not Canceled
INNHG_131018,19,Offline,0,95.0,2,2,2022-09-10,0,2,Not Canceled
INNHG_131019,71,Online,2,168.3,3,2,2022-09-10,0,2,Not Canceled
INNHG_131020,173,Online,0,143.1,2,2,2022-09-10,0,1,Canceled
INNHG_131021,203,Online,0,126.9,2,2,2022-09-10,0,1,Canceled
INNHG_131022,242,Online,0,108.8,2,2,2022-09-10,0,2,Canceled
INNHG_131023,78,Online,0,125.1,2,1,2022-09-10,0,1,Canceled
INNHG_131024,38,Online,0,149.4,2,2,2022-09-10,0,2,Canceled
INNHG_131025,242,Online,0,100.3,2,2,2022-09-10,0,2,Canceled
INNHG_131026,82,Online,0,125.1,2,0,2022-09-10,0,1,Canceled
INNHG_131027,242,Online,0,100.3,2,2,2022-09-10,0,2,Canceled
INNHG_131028,193,Online,2,106.71,2,2,2022-09-10,1,1,Canceled
INNHG_131029,93,Online,1,159.17,2,2,2022-09-10,0,5,Canceled
INNHG_131030,56,Online,0,135.9,2,2,2022-09-10,0,1,Canceled
INNHG_131031,186,Online,0,84.43,2,4,2022-09-10,0,6,Canceled
INNHG_131032,36,Online,0,134.46,1,2,2022-09-10,0,1,Canceled
INNHG_131033,60,Online,1,135.9,2,2,2022-09-10,0,2,Canceled
INNHG_131034,47,Offline,0,120.0,1,0,2022-09-13,0,3,Not Canceled
INNHG_131035,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131036,5,Online,1,184.0,2,0,2022-09-13,0,2,Not Canceled
INNHG_131037,5,Online,1,184.0,2,0,2022-09-13,0,3,Not Canceled
INNHG_131038,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131039,84,Online,2,168.3,3,0,2022-09-13,0,5,Not Canceled
INNHG_131040,346,Online,1,0.0,2,0,2022-09-13,0,0,Not Canceled
INNHG_131041,7,Online,2,184.0,1,0,2022-09-13,0,1,Not Canceled
INNHG_131042,4,Online,1,174.67,2,0,2022-09-13,0,3,Not Canceled
INNHG_131043,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131044,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131045,8,Online,1,40.0,1,0,2022-09-13,0,1,Not Canceled
INNHG_131046,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131047,28,Online,1,235.5,2,0,2022-09-13,0,2,Not Canceled
INNHG_131048,22,Offline,1,124.0,3,0,2022-09-13,0,3,Not Canceled
INNHG_131049,47,Offline,0,120.0,1,0,2022-09-13,0,3,Not Canceled
INNHG_131050,32,Online,1,137.52,2,2,2022-09-13,0,5,Not Canceled
INNHG_131051,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131052,1,Online,1,184.0,2,0,2022-09-13,0,1,Not Canceled
INNHG_131053,6,Online,2,184.0,2,0,2022-09-13,0,3,Not Canceled
INNHG_131054,28,Online,1,231.0,2,0,2022-09-13,0,2,Not Canceled
INNHG_131055,82,Online,3,149.4,2,2,2022-09-13,0,7,Not Canceled
INNHG_131056,0,Online,1,106.2,2,0,2022-09-13,0,3,Not Canceled
INNHG_131057,346,Offline,0,90.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131058,0,Online,0,65.0,1,0,2022-09-13,0,2,Not Canceled
INNHG_131059,4,Offline,0,95.0,2,0,2022-09-13,0,3,Not Canceled
INNHG_131060,47,Offline,0,120.0,1,0,2022-09-13,0,3,Not Canceled
INNHG_131061,0,Online,0,67.0,1,0,2022-09-13,1,2,Not Canceled
INNHG_131062,0,Online,3,0.0,1,0,2022-09-13,0,1,Not Canceled
INNHG_131063,238,Online,3,124.2,2,0,2022-09-13,1,3,Not Canceled
INNHG_131064,95,Online,1,183.6,2,2,2022-09-13,0,5,Not Canceled
INNHG_131065,96,Offline,0,90.95,2,0,2022-09-13,0,3,Not Canceled
INNHG_131066,30,Online,2,125.1,2,0,2022-09-15,0,1,Not Canceled
INNHG_131067,11,Online,1,113.34,2,1,2022-09-15,0,3,Not Canceled
INNHG_131068,23,Online,2,159.0,2,0,2022-09-15,0,3,Not Canceled
INNHG_131069,18,Online,1,105.64,2,1,2022-09-15,0,3,Not Canceled
INNHG_131070,8,Online,3,149.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131071,1,Online,1,159.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131072,232,Offline,0,80.75,2,0,2022-09-15,0,3,Not Canceled
INNHG_131073,80,Online,0,168.3,2,1,2022-09-15,0,3,Not Canceled
INNHG_131074,2,Online,0,163.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131075,22,Online,3,139.0,2,0,2022-09-15,0,3,Not Canceled
INNHG_131076,25,Online,2,165.5,2,1,2022-09-15,1,3,Not Canceled
INNHG_131077,33,Online,2,117.33,2,0,2022-09-15,1,2,Not Canceled
INNHG_131078,0,Online,2,179.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131079,76,Online,3,168.3,3,0,2022-09-15,0,3,Not Canceled
INNHG_131080,65,Online,3,149.4,2,2,2022-09-15,0,5,Not Canceled
INNHG_131081,3,Online,1,178.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131082,6,Online,2,187.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131083,2,Online,0,163.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131084,3,Online,1,169.0,2,0,2022-09-15,0,2,Not Canceled
INNHG_131085,4,Online,0,159.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131086,19,Online,2,139.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131087,3,Online,2,161.33,2,0,2022-09-15,1,3,Not Canceled
INNHG_131088,45,Online,1,152.1,2,0,2022-09-15,0,1,Not Canceled
INNHG_131089,13,Online,1,100.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131090,21,Online,2,139.0,1,0,2022-09-15,0,2,Not Canceled
INNHG_131091,88,Online,1,149.4,2,2,2022-09-15,0,3,Not Canceled
INNHG_131092,4,Online,0,169.0,2,2,2022-09-15,0,3,Not Canceled
INNHG_131093,5,Online,1,159.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131094,53,Online,1,135.9,2,0,2022-09-15,0,1,Not Canceled
INNHG_131095,70,Online,1,125.1,2,0,2022-09-15,0,1,Not Canceled
INNHG_131096,1,Online,1,169.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131097,4,Online,2,159.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131098,2,Online,2,114.73,2,0,2022-09-15,0,1,Not Canceled
INNHG_131099,65,Online,3,149.4,2,2,2022-09-15,0,5,Not Canceled
INNHG_131100,13,Online,1,100.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131101,0,Online,0,159.0,1,0,2022-09-15,0,1,Not Canceled
INNHG_131102,22,Online,1,102.41,1,0,2022-09-15,0,2,Not Canceled
INNHG_131103,13,Online,1,100.0,2,0,2022-09-15,0,1,Not Canceled
INNHG_131104,14,Online,0,167.2,2,0,2022-09-15,0,2,Not Canceled
INNHG_131105,112,Online,1,94.81,2,0,2022-09-15,0,3,Not Canceled
