customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST4842,0,Yes,Yes,1,No,Fiber optic,Two year,Electronic check,97.61,97.61,No
CUST4843,1,No,Yes,25,No,No,Month-to-month,Electronic check,76.71,1917.75,No
CUST4844,0,No,No,61,No,DSL,One year,Bank transfer,29.56,1803.16,Yes
CUST4845,1,No,No,14,Yes,Fiber optic,Two year,Bank transfer,62.07,868.98,Yes
CUST4846,1,Yes,Yes,45,Yes,No,One year,Bank transfer,71.40,3213.00,Yes
CUST4847,0,Yes,No,39,No,Fiber optic,Two year,Electronic check,89.78,3501.42,No
CUST4848,1,No,Yes,66,Yes,No,One year,Credit card,97.95,6464.70,Yes
CUST4849,1,Yes,Yes,32,No,Fiber optic,Month-to-month,Electronic check,28.79,921.28,No
CUST4850,0,No,Yes,58,Yes,Fiber optic,Month-to-month,Mailed check,68.76,3988.08,No
CUST4851,0,No,No,56,No,Fiber optic,One year,Credit card,36.11,2022.16,No
CUST4852,1,No,Yes,6,Yes,DSL,One year,Mailed check,95.33,571.98,Yes
CUST4853,1,Yes,Yes,67,Yes,DSL,One year,Electronic check,85.77,5746.59,No
CUST4854,0,Yes,Yes,50,No,Fiber optic,Two year,Mailed check,92.30,4615.00,No
CUST4855,1,No,Yes,38,Yes,No,Month-to-month,Electronic check,27.50,1045.00,No
CUST4856,1,Yes,No,3,No,Fiber optic,Two year,Credit card,71.03,213.09,No
CUST4857,0,Yes,No,5,Yes,DSL,Month-to-month,Credit card,104.06,520.30,Yes
CUST4858,0,Yes,No,24,No,No,Month-to-month,Credit card,91.33,2191.92,Yes
CUST4859,0,Yes,No,54,Yes,DSL,Two year,Mailed check,106.17,5733.18,No
CUST4860,0,No,Yes,34,No,Fiber optic,Month-to-month,Bank transfer,40.61,1380.74,No
CUST4861,0,Yes,Yes,39,Yes,DSL,Month-to-month,Credit card,48.69,1898.91,No
CUST4862,0,No,Yes,48,Yes,DSL,One year,Electronic check,64.13,3078.24,Yes
CUST4863,1,No,Yes,49,No,DSL,Two year,Mailed check,72.33,3544.17,No
CUST4864,1,Yes,Yes,34,No,Fiber optic,Two year,Credit card,45.22,1537.48,No
CUST4865,0,No,Yes,7,No,DSL,Month-to-month,Bank transfer,58.12,406.84,Yes
CUST4866,0,No,No,18,No,Fiber optic,Two year,Credit card,88.70,1596.60,No
CUST4867,1,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Mailed check,84.54,5917.80,No
CUST4868,1,No,Yes,34,Yes,DSL,Month-to-month,Mailed check,31.05,1055.70,No
CUST4869,1,No,Yes,51,Yes,No,Two year,Bank transfer,118.57,6047.07,Yes
CUST4870,0,Yes,No,68,Yes,DSL,Month-to-month,Bank transfer,76.27,5186.36,Yes
CUST4871,0,Yes,Yes,14,Yes,DSL,One year,Electronic check,68.36,957.04,No
CUST4872,1,Yes,Yes,69,No,DSL,Two year,Credit card,116.72,8053.68,No
CUST4873,0,Yes,Yes,8,No,No,Two year,Mailed check,34.03,272.24,No
CUST4874,0,Yes,No,15,No,No,Month-to-month,Bank transfer,74.37,1115.55,Yes
CUST4875,0,No,Yes,59,No,Fiber optic,Two year,Mailed check,100.51,5930.09,Yes
CUST4876,1,No,Yes,11,No,No,Two year,Bank transfer,59.89,658.79,Yes
CUST4877,1,Yes,No,20,Yes,No,One year,Electronic check,93.63,1872.60,No
CUST4878,0,Yes,Yes,55,Yes,DSL,One year,Credit card,109.92,6045.60,No
CUST4879,0,No,No,36,No,Fiber optic,Two year,Bank transfer,46.17,1662.12,No
CUST4880,0,Yes,Yes,14,No,Fiber optic,Month-to-month,Mailed check,44.15,618.10,No
CUST4881,0,Yes,No,58,No,No,One year,Mailed check,56.07,3252.06,Yes
CUST4882,0,No,Yes,38,Yes,No,One year,Electronic check,61.84,2349.92,No
CUST4883,1,No,Yes,1,No,DSL,One year,Electronic check,31.10,31.10,Yes
CUST4884,0,No,No,65,No,No,Month-to-month,Bank transfer,43.13,2803.45,No
CUST4885,0,Yes,Yes,1,No,No,Two year,Credit card,107.32,107.32,No
CUST4886,0,No,Yes,60,Yes,Fiber optic,Two year,Bank transfer,76.66,4599.60,Yes
CUST4887,1,Yes,No,25,No,No,One year,Mailed check,46.78,1169.50,Yes
CUST4888,1,No,Yes,10,Yes,DSL,Two year,Bank transfer,114.36,1143.60,No
CUST4889,0,Yes,No,50,No,Fiber optic,One year,Electronic check,97.43,4871.50,Yes
CUST4890,1,Yes,Yes,12,No,Fiber optic,One year,Bank transfer,56.24,674.88,Yes
CUST4891,1,Yes,No,32,Yes,No,Month-to-month,Electronic check,96.54,3089.28,Yes
CUST4892,1,No,Yes,33,Yes,DSL,Month-to-month,Mailed check,79.61,2627.13,No
CUST4893,1,No,Yes,72,No,Fiber optic,One year,Credit card,88.38,6363.36,Yes
CUST4894,1,No,No,26,No,DSL,Month-to-month,Bank transfer,52.14,1355.64,No
CUST4895,1,Yes,Yes,42,Yes,DSL,Month-to-month,Electronic check,40.95,1719.90,No
CUST4896,0,No,No,50,Yes,No,Month-to-month,Bank transfer,45.36,2268.00,Yes
CUST4897,1,No,No,61,No,DSL,Two year,Electronic check,28.37,1730.57,Yes
CUST4898,1,Yes,No,41,Yes,Fiber optic,Two year,Electronic check,67.10,2751.10,Yes
CUST4899,0,Yes,Yes,57,Yes,No,Month-to-month,Electronic check,60.62,3455.34,No
CUST4900,0,No,Yes,2,No,Fiber optic,Two year,Bank transfer,20.25,40.50,No
CUST4901,0,No,Yes,70,No,DSL,One year,Electronic check,105.64,7394.80,No
CUST4902,0,No,No,31,No,DSL,One year,Bank transfer,88.19,2733.89,Yes
CUST4903,1,Yes,No,23,Yes,No,Month-to-month,Electronic check,64.67,1487.41,No
CUST4904,1,No,No,54,No,No,Month-to-month,Credit card,116.70,6301.80,Yes
CUST4905,1,Yes,Yes,28,No,Fiber optic,Two year,Electronic check,114.05,3193.40,Yes
CUST4906,1,Yes,No,19,Yes,Fiber optic,Month-to-month,Bank transfer,29.51,560.69,No
CUST4907,0,No,Yes,48,No,DSL,Month-to-month,Bank transfer,81.51,3912.48,Yes
CUST4908,1,No,Yes,2,Yes,No,One year,Bank transfer,101.70,203.40,No
CUST4909,1,Yes,Yes,11,Yes,DSL,One year,Mailed check,37.30,410.30,Yes
CUST4910,0,Yes,Yes,44,No,DSL,Two year,Credit card,32.80,1443.20,No
CUST4911,1,No,Yes,59,No,Fiber optic,Two year,Credit card,45.98,2712.82,Yes
CUST4912,1,No,Yes,59,Yes,Fiber optic,Two year,Credit card,47.97,2830.23,No
CUST4913,1,No,Yes,38,No,Fiber optic,Month-to-month,Mailed check,116.50,4427.00,Yes
CUST4914,1,Yes,Yes,25,Yes,No,Month-to-month,Mailed check,98.05,2451.25,Yes
CUST4915,0,Yes,No,21,Yes,Fiber optic,Month-to-month,Credit card,25.97,545.37,No
CUST4916,0,No,Yes,42,No,No,Month-to-month,Electronic check,98.65,4143.30,Yes
CUST4917,0,Yes,Yes,36,No,DSL,One year,Electronic check,36.96,1330.56,Yes
CUST4918,0,Yes,No,9,Yes,No,Two year,Credit card,55.72,501.48,No
CUST4919,0,No,No,12,Yes,Fiber optic,Two year,Electronic check,51.85,622.20,Yes
CUST4920,1,Yes,No,10,No,No,One year,Bank transfer,47.24,472.40,Yes
CUST4921,1,No,No,59,Yes,No,One year,Mailed check,50.88,3001.92,No
CUST4922,0,No,Yes,5,Yes,Fiber optic,Month-to-month,Credit card,95.42,477.10,Yes
CUST4923,0,Yes,No,33,Yes,Fiber optic,Two year,Electronic check,46.66,1539.78,No
CUST4924,0,Yes,No,69,No,DSL,Two year,Credit card,100.07,6904.83,Yes
CUST4925,1,No,No,63,Yes,No,One year,Credit card,29.10,1833.30,No
CUST4926,0,Yes,No,29,Yes,DSL,Two year,Bank transfer,79.52,2306.08,No
CUST4927,1,No,Yes,18,No,DSL,One year,Mailed check,106.30,1913.40,Yes
CUST4928,1,Yes,No,6,Yes,No,Two year,Mailed check,27.93,167.58,No
CUST4929,1,Yes,No,53,Yes,DSL,One year,Credit card,83.49,4424.97,No
CUST4930,1,Yes,No,32,No,No,Month-to-month,Bank transfer,71.16,2277.12,Yes
CUST4931,0,No,No,42,No,DSL,Two year,Electronic check,53.19,2233.98,Yes
CUST4932,1,Yes,Yes,47,No,DSL,Month-to-month,Mailed check,30.07,1413.29,No
CUST4933,1,No,No,31,No,No,One year,Credit card,87.65,2717.15,No
CUST4934,0,No,No,62,No,Fiber optic,Two year,Electronic check,50.94,3158.28,No
CUST4935,1,No,No,56,Yes,No,Two year,Credit card,53.89,3017.84,No
CUST4936,1,Yes,Yes,11,Yes,Fiber optic,Month-to-month,Electronic check,91.76,1009.36,No
CUST4937,1,No,No,26,No,No,Month-to-month,Electronic check,114.54,2978.04,Yes
CUST4938,0,No,No,27,Yes,No,One year,Electronic check,53.36,1440.72,Yes
CUST4939,1,Yes,Yes,57,No,Fiber optic,Month-to-month,Electronic check,94.67,5396.19,Yes
CUST4940,1,No,No,27,Yes,Fiber optic,Two year,Electronic check,115.66,3122.82,No
CUST4941,0,No,Yes,59,Yes,No,Two year,Electronic check,29.78,1757.02,Yes
CUST4942,0,Yes,Yes,62,Yes,No,Two year,Bank transfer,72.92,4521.04,Yes
CUST4943,1,No,No,20,No,No,Two year,Electronic check,21.12,422.40,Yes
CUST4944,1,Yes,No,3,No,Fiber optic,Month-to-month,Electronic check,102.52,307.56,No
CUST4945,0,No,Yes,16,No,No,Month-to-month,Mailed check,48.69,779.04,Yes
CUST4946,1,No,Yes,44,Yes,Fiber optic,One year,Mailed check,53.28,2344.32,No
CUST4947,0,Yes,No,30,No,DSL,Month-to-month,Electronic check,88.73,2661.90,No
CUST4948,1,No,Yes,40,Yes,Fiber optic,One year,Credit card,98.92,3956.80,No
CUST4949,0,No,Yes,65,Yes,DSL,Month-to-month,Mailed check,60.00,3900.00,Yes
CUST4950,1,No,No,29,No,No,Month-to-month,Bank transfer,86.55,2509.95,Yes
CUST4951,0,Yes,Yes,30,Yes,No,Two year,Bank transfer,115.64,3469.20,Yes
CUST4952,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Bank transfer,108.69,3478.08,No
CUST4953,0,Yes,Yes,10,Yes,DSL,One year,Mailed check,90.13,901.30,Yes
CUST4954,0,Yes,Yes,51,No,No,Two year,Bank transfer,114.31,5829.81,No
CUST4955,0,Yes,Yes,8,No,No,Month-to-month,Bank transfer,107.59,860.72,No
CUST4956,1,No,Yes,51,No,DSL,Two year,Credit card,92.90,4737.90,Yes
CUST4957,1,Yes,No,36,Yes,No,Two year,Credit card,111.72,4021.92,Yes
CUST4958,0,Yes,Yes,55,Yes,No,Two year,Mailed check,101.74,5595.70,No
CUST4959,1,Yes,No,35,No,Fiber optic,One year,Electronic check,70.23,2458.05,No
CUST4960,1,No,No,36,Yes,No,One year,Credit card,70.23,2528.28,Yes
CUST4961,1,No,No,56,No,DSL,Month-to-month,Electronic check,20.88,1169.28,No
CUST4962,1,Yes,No,36,No,No,Two year,Credit card,23.02,828.72,Yes
CUST4963,1,No,No,61,No,Fiber optic,Month-to-month,Credit card,94.62,5771.82,No
CUST4964,1,No,No,62,No,No,One year,Credit card,75.48,4679.76,Yes
CUST4965,0,No,No,25,Yes,DSL,Two year,Credit card,96.10,2402.50,No
CUST4966,1,No,No,64,Yes,No,One year,Electronic check,114.97,7358.08,Yes
CUST4967,1,Yes,Yes,60,Yes,DSL,Two year,Mailed check,65.25,3915.00,No
CUST4968,1,Yes,No,57,No,Fiber optic,Two year,Electronic check,28.84,1643.88,Yes
CUST4969,0,No,No,70,Yes,No,Two year,Bank transfer,82.66,5786.20,No
CUST4970,1,No,No,52,No,No,Month-to-month,Electronic check,29.97,1558.44,Yes
CUST4971,1,No,Yes,56,No,Fiber optic,One year,Bank transfer,82.13,4599.28,No
CUST4972,1,No,No,63,No,DSL,One year,Electronic check,72.77,4584.51,No
CUST4973,0,Yes,Yes,68,Yes,DSL,One year,Electronic check,91.22,6202.96,Yes
CUST4974,1,No,No,20,No,No,Two year,Credit card,55.10,1102.00,No
CUST4975,0,Yes,No,54,Yes,DSL,Month-to-month,Electronic check,34.39,1857.06,No
CUST4976,1,No,Yes,1,Yes,DSL,Month-to-month,Credit card,43.62,43.62,No
CUST4977,0,Yes,No,10,Yes,No,Month-to-month,Mailed check,88.36,883.60,No
CUST4978,0,No,Yes,23,Yes,DSL,Month-to-month,Electronic check,67.82,1559.86,Yes
CUST4979,0,Yes,Yes,51,Yes,DSL,Two year,Credit card,74.08,3778.08,No
CUST4980,1,Yes,No,24,Yes,No,Two year,Bank transfer,52.30,1255.20,Yes
CUST4981,0,Yes,No,13,Yes,No,Month-to-month,Credit card,103.67,1347.71,Yes
CUST4982,0,No,Yes,29,Yes,DSL,Month-to-month,Bank transfer,119.95,3478.55,Yes
CUST4983,0,Yes,Yes,58,No,No,One year,Electronic check,51.22,2970.76,Yes
CUST4984,0,No,No,43,No,DSL,Two year,Mailed check,91.87,3950.41,No
CUST4985,1,Yes,No,10,Yes,DSL,Month-to-month,Electronic check,37.11,371.10,Yes
CUST4986,1,Yes,No,31,Yes,DSL,Two year,Electronic check,94.24,2921.44,No
CUST4987,1,No,Yes,14,Yes,DSL,One year,Credit card,63.09,883.26,Yes
CUST4988,1,Yes,No,34,Yes,No,Month-to-month,Bank transfer,80.53,2738.02,Yes
CUST4989,0,No,Yes,17,Yes,No,Two year,Mailed check,43.76,743.92,Yes
CUST4990,1,No,No,21,No,Fiber optic,Two year,Bank transfer,105.17,2208.57,Yes
CUST4991,0,No,Yes,67,Yes,No,Two year,Mailed check,37.33,2501.11,No
CUST4992,1,No,Yes,58,Yes,Fiber optic,Two year,Electronic check,112.86,6545.88,Yes
CUST4993,1,Yes,No,8,Yes,DSL,Two year,Credit card,26.12,208.96,No
CUST4994,1,Yes,Yes,38,No,No,Two year,Bank transfer,48.80,1854.40,Yes
CUST4995,0,No,Yes,26,No,DSL,One year,Electronic check,76.29,1983.54,Yes
CUST4996,1,Yes,Yes,64,Yes,Fiber optic,Two year,Electronic check,105.85,6774.40,Yes
CUST4997,1,Yes,Yes,30,No,No,One year,Credit card,77.70,2331.00,Yes
CUST4998,1,No,Yes,9,No,No,One year,Bank transfer,41.61,374.49,Yes
CUST4999,0,Yes,No,32,No,No,Two year,Electronic check,105.90,3388.80,No
CUST5000,1,No,No,11,No,No,Month-to-month,Credit card,79.62,875.82,Yes
CUST5001,1,Yes,Yes,34,No,DSL,Two year,Mailed check,43.23,1469.82,No
CUST5002,0,Yes,No,18,No,No,One year,Electronic check,76.18,1371.24,Yes
CUST5003,0,No,Yes,19,No,Fiber optic,Two year,Mailed check,87.53,1663.07,Yes
CUST5004,1,Yes,Yes,54,No,No,Two year,Electronic check,88.05,4754.70,No
CUST5005,1,Yes,No,37,Yes,Fiber optic,Two year,Credit card,92.40,3418.80,Yes
CUST5006,1,No,Yes,12,Yes,Fiber optic,One year,Mailed check,109.57,1314.84,Yes
CUST5007,0,Yes,Yes,4,No,DSL,One year,Credit card,102.48,409.92,Yes
CUST5008,0,No,Yes,43,No,No,One year,Bank transfer,80.77,3473.11,No
CUST5009,0,Yes,No,27,Yes,Fiber optic,Month-to-month,Electronic check,23.22,626.94,No
CUST5010,1,No,No,51,Yes,No,Month-to-month,Bank transfer,94.95,4842.45,No
CUST5011,0,No,Yes,5,No,DSL,Month-to-month,Bank transfer,117.50,587.50,Yes
CUST5012,1,No,Yes,6,Yes,DSL,Month-to-month,Mailed check,50.56,303.36,Yes
CUST5013,0,No,Yes,56,No,No,Two year,Electronic check,80.69,4518.64,Yes
CUST5014,0,No,Yes,68,Yes,Fiber optic,Month-to-month,Bank transfer,96.87,6587.16,Yes
CUST5015,0,Yes,Yes,44,No,DSL,Month-to-month,Electronic check,83.91,3692.04,Yes
CUST5016,1,Yes,No,15,Yes,Fiber optic,Month-to-month,Credit card,112.25,1683.75,No
CUST5017,1,No,No,42,No,Fiber optic,Two year,Mailed check,67.33,2827.86,Yes
CUST5018,1,Yes,No,11,Yes,No,Month-to-month,Bank transfer,73.18,804.98,No
CUST5019,1,No,No,11,Yes,DSL,Month-to-month,Credit card,23.82,262.02,No
CUST5020,0,Yes,Yes,66,No,No,Month-to-month,Credit card,110.02,7261.32,Yes
CUST5021,1,Yes,Yes,27,No,No,One year,Mailed check,46.23,1248.21,Yes
CUST5022,0,No,No,58,Yes,No,Month-to-month,Credit card,117.84,6834.72,Yes
CUST5023,1,No,No,72,Yes,Fiber optic,Month-to-month,Credit card,40.21,2895.12,No
CUST5024,1,Yes,Yes,21,No,No,Month-to-month,Bank transfer,45.35,952.35,No
CUST5025,0,Yes,No,21,Yes,DSL,Two year,Credit card,68.46,1437.66,No
CUST5026,0,No,Yes,72,Yes,Fiber optic,Month-to-month,Mailed check,86.05,6195.60,No
CUST5027,1,Yes,Yes,1,Yes,No,Month-to-month,Credit card,64.07,64.07,No
CUST5028,1,Yes,Yes,58,Yes,DSL,One year,Electronic check,55.18,3200.44,Yes
CUST5029,0,No,No,13,Yes,No,One year,Credit card,74.01,962.13,No
CUST5030,0,Yes,No,6,No,No,Two year,Credit card,115.83,694.98,Yes
CUST5031,0,No,No,58,Yes,No,Two year,Credit card,116.20,6739.60,No
CUST5032,0,No,No,17,Yes,Fiber optic,Month-to-month,Credit card,52.80,897.60,Yes
CUST5033,0,No,No,12,No,No,One year,Bank transfer,88.02,1056.24,No
CUST5034,1,Yes,Yes,52,No,DSL,Two year,Bank transfer,92.19,4793.88,No
CUST5035,1,Yes,No,70,No,No,Two year,Electronic check,85.34,5973.80,No
CUST5036,1,No,Yes,52,No,No,One year,Bank transfer,31.30,1627.60,No
CUST5037,1,No,Yes,37,No,Fiber optic,Month-to-month,Mailed check,73.95,2736.15,No
CUST5038,0,Yes,Yes,3,Yes,No,One year,Bank transfer,96.33,288.99,Yes
CUST5039,0,Yes,No,8,Yes,DSL,Month-to-month,Bank transfer,40.08,320.64,No
CUST5040,0,Yes,No,10,Yes,DSL,Month-to-month,Bank transfer,54.82,548.20,Yes
CUST5041,1,No,No,47,No,No,One year,Mailed check,40.38,1897.86,Yes
CUST5042,0,No,No,41,No,DSL,Month-to-month,Electronic check,108.69,4456.29,Yes
CUST5043,0,Yes,No,64,No,DSL,Two year,Credit card,105.85,6774.40,Yes
CUST5044,1,Yes,No,42,Yes,No,One year,Mailed check,36.92,1550.64,No
CUST5045,1,Yes,No,43,Yes,DSL,Two year,Mailed check,96.06,4130.58,No
CUST5046,1,No,No,9,Yes,DSL,Month-to-month,Bank transfer,56.40,507.60,No
CUST5047,0,No,Yes,14,Yes,No,Month-to-month,Bank transfer,88.62,1240.68,No
CUST5048,0,Yes,No,4,Yes,Fiber optic,One year,Electronic check,69.34,277.36,Yes
CUST5049,1,Yes,Yes,2,Yes,Fiber optic,One year,Bank transfer,67.20,134.40,No
CUST5050,1,No,Yes,1,No,No,Month-to-month,Mailed check,108.13,108.13,Yes
CUST5051,0,No,Yes,65,Yes,Fiber optic,One year,Bank transfer,83.70,5440.50,Yes
CUST5052,1,Yes,Yes,46,Yes,Fiber optic,Month-to-month,Bank transfer,43.58,2004.68,Yes
CUST5053,0,Yes,No,59,Yes,Fiber optic,Two year,Electronic check,31.08,1833.72,Yes
CUST5054,1,Yes,No,7,Yes,Fiber optic,One year,Mailed check,113.34,793.38,Yes
CUST5055,1,No,Yes,66,Yes,No,Two year,Mailed check,35.34,2332.44,No
CUST5056,1,Yes,Yes,15,No,Fiber optic,One year,Credit card,93.41,1401.15,Yes
CUST5057,0,No,Yes,72,Yes,Fiber optic,Two year,Credit card,69.58,5009.76,Yes
CUST5058,0,No,No,47,Yes,No,Month-to-month,Electronic check,34.01,1598.47,No
CUST5059,1,Yes,Yes,40,No,No,Month-to-month,Mailed check,97.67,3906.80,Yes
CUST5060,0,Yes,Yes,42,No,Fiber optic,Month-to-month,Mailed check,110.45,4638.90,No
CUST5061,1,No,No,51,Yes,DSL,Month-to-month,Bank transfer,32.15,1639.65,No
CUST5062,1,Yes,Yes,35,Yes,No,One year,Electronic check,26.71,934.85,Yes
CUST5063,0,No,No,41,Yes,No,Two year,Electronic check,104.98,4304.18,Yes
CUST5064,0,Yes,No,57,Yes,Fiber optic,One year,Credit card,70.10,3995.70,Yes
CUST5065,0,Yes,Yes,38,Yes,DSL,One year,Credit card,87.45,3323.10,No
CUST5066,0,Yes,Yes,72,No,No,Month-to-month,Bank transfer,64.15,4618.80,Yes
CUST5067,1,Yes,Yes,8,No,No,One year,Credit card,61.24,489.92,Yes
CUST5068,0,No,No,63,Yes,No,Two year,Electronic check,49.97,3148.11,Yes
CUST5069,0,No,No,4,Yes,DSL,One year,Electronic check,76.29,305.16,No
CUST5070,1,No,No,48,No,No,Two year,Credit card,35.98,1727.04,No
CUST5071,1,Yes,Yes,52,No,No,Month-to-month,Bank transfer,91.72,4769.44,Yes
CUST5072,1,No,Yes,38,Yes,DSL,Month-to-month,Bank transfer,74.94,2847.72,No
CUST5073,1,No,Yes,5,Yes,No,One year,Credit card,104.75,523.75,Yes
CUST5074,0,No,Yes,70,Yes,DSL,Two year,Mailed check,112.10,7847.00,Yes
CUST5075,0,Yes,Yes,24,Yes,DSL,Month-to-month,Mailed check,110.06,2641.44,Yes
CUST5076,1,No,Yes,17,Yes,DSL,Month-to-month,Credit card,80.12,1362.04,No
CUST5077,1,Yes,No,26,Yes,Fiber optic,One year,Bank transfer,51.87,1348.62,No
CUST5078,0,Yes,No,3,No,No,Two year,Credit card,55.72,167.16,No
CUST5079,0,No,No,2,No,No,Month-to-month,Credit card,85.25,170.50,No
CUST5080,0,Yes,Yes,2,No,No,Month-to-month,Electronic check,91.20,182.40,No
CUST5081,0,No,No,22,No,DSL,Two year,Bank transfer,36.13,794.86,Yes
CUST5082,0,No,No,71,Yes,Fiber optic,One year,Bank transfer,119.79,8505.09,No
CUST5083,1,No,No,4,No,DSL,One year,Bank transfer,30.75,123.00,Yes
CUST5084,1,No,Yes,38,No,No,Month-to-month,Credit card,80.71,3066.98,No
CUST5085,1,No,Yes,70,Yes,DSL,Month-to-month,Mailed check,73.10,5117.00,Yes
CUST5086,1,Yes,No,52,No,Fiber optic,One year,Credit card,79.10,4113.20,Yes
CUST5087,0,No,Yes,31,Yes,No,One year,Bank transfer,73.38,2274.78,Yes
CUST5088,1,Yes,Yes,26,Yes,DSL,Month-to-month,Electronic check,25.79,670.54,No
CUST5089,0,No,Yes,36,No,Fiber optic,Two year,Bank transfer,119.59,4305.24,Yes
CUST5090,0,No,Yes,26,No,DSL,Two year,Bank transfer,118.13,3071.38,No
CUST5091,0,No,No,28,No,DSL,Month-to-month,Bank transfer,72.44,2028.32,No
CUST5092,0,Yes,Yes,5,Yes,No,Month-to-month,Credit card,40.83,204.15,No
CUST5093,0,Yes,No,18,No,Fiber optic,Month-to-month,Mailed check,38.29,689.22,Yes
CUST5094,0,Yes,No,15,Yes,DSL,Month-to-month,Electronic check,25.70,385.50,No
CUST5095,0,Yes,Yes,57,No,Fiber optic,One year,Electronic check,81.19,4627.83,No
CUST5096,1,No,Yes,5,Yes,No,Two year,Mailed check,67.82,339.10,Yes
CUST5097,0,No,Yes,37,No,No,Two year,Mailed check,61.63,2280.31,Yes
CUST5098,1,Yes,No,22,No,No,Two year,Mailed check,72.52,1595.44,Yes
CUST5099,1,Yes,No,52,Yes,Fiber optic,One year,Electronic check,107.29,5579.08,Yes
CUST5100,0,Yes,No,15,No,Fiber optic,Month-to-month,Electronic check,27.07,406.05,Yes
CUST5101,0,No,No,17,No,DSL,Two year,Bank transfer,74.41,1264.97,No
CUST5102,1,Yes,No,51,Yes,Fiber optic,Two year,Credit card,90.10,4595.10,No
CUST5103,1,Yes,No,45,No,No,One year,Credit card,117.07,5268.15,No
CUST5104,1,No,No,63,No,DSL,Month-to-month,Credit card,93.97,5920.11,No
CUST5105,1,Yes,Yes,28,Yes,Fiber optic,Month-to-month,Electronic check,74.81,2094.68,Yes
CUST5106,0,No,No,59,No,No,Month-to-month,Mailed check,96.68,5704.12,Yes
CUST5107,0,No,No,21,Yes,No,Two year,Electronic check,119.71,2513.91,Yes
CUST5108,0,No,No,42,No,DSL,One year,Electronic check,108.87,4572.54,Yes
CUST5109,1,No,No,69,No,No,Two year,Electronic check,28.91,1994.79,Yes
CUST5110,0,No,Yes,17,Yes,Fiber optic,One year,Electronic check,77.48,1317.16,No
CUST5111,1,Yes,No,68,No,No,One year,Credit card,98.65,6708.20,Yes
CUST5112,0,Yes,No,7,Yes,DSL,Two year,Bank transfer,87.19,610.33,Yes
CUST5113,1,No,Yes,40,Yes,No,One year,Mailed check,61.70,2468.00,No
CUST5114,0,No,Yes,40,No,No,One year,Electronic check,52.24,2089.60,Yes
CUST5115,0,Yes,No,43,Yes,Fiber optic,One year,Mailed check,82.70,3556.10,Yes
CUST5116,1,Yes,No,51,No,Fiber optic,Month-to-month,Mailed check,61.24,3123.24,No
CUST5117,1,No,No,23,Yes,Fiber optic,Month-to-month,Electronic check,59.20,1361.60,No
CUST5118,1,Yes,No,32,No,Fiber optic,Month-to-month,Bank transfer,103.67,3317.44,Yes
CUST5119,1,Yes,No,31,No,No,Month-to-month,Bank transfer,51.57,1598.67,No
CUST5120,1,No,No,17,Yes,Fiber optic,Two year,Credit card,84.49,1436.33,No
CUST5121,0,Yes,Yes,58,No,No,Two year,Credit card,107.34,6225.72,No
CUST5122,1,Yes,Yes,35,No,Fiber optic,Two year,Bank transfer,82.18,2876.30,Yes
CUST5123,0,Yes,No,30,No,Fiber optic,Month-to-month,Electronic check,69.28,2078.40,Yes
CUST5124,0,Yes,No,64,Yes,Fiber optic,Two year,Credit card,23.53,1505.92,No
CUST5125,0,No,No,53,No,No,Month-to-month,Electronic check,88.16,4672.48,No
CUST5126,0,Yes,Yes,51,No,Fiber optic,Month-to-month,Electronic check,119.75,6107.25,No
CUST5127,0,No,No,37,Yes,No,One year,Electronic check,100.84,3731.08,Yes
CUST5128,1,Yes,Yes,6,No,Fiber optic,One year,Electronic check,83.45,500.70,No
CUST5129,1,No,Yes,34,Yes,Fiber optic,Month-to-month,Mailed check,66.91,2274.94,No
CUST5130,0,No,No,56,Yes,DSL,One year,Mailed check,42.43,2376.08,Yes
CUST5131,0,Yes,Yes,25,No,Fiber optic,One year,Electronic check,89.21,2230.25,No
CUST5132,1,No,No,13,Yes,No,One year,Bank transfer,37.73,490.49,Yes
CUST5133,1,No,Yes,63,No,DSL,One year,Mailed check,108.70,6848.10,No
CUST5134,0,No,No,66,No,No,Two year,Electronic check,55.40,3656.40,Yes
CUST5135,1,No,No,5,No,No,One year,Electronic check,59.98,299.90,No
CUST5136,1,No,Yes,11,Yes,DSL,Month-to-month,Credit card,41.60,457.60,Yes
CUST5137,1,Yes,Yes,44,Yes,Fiber optic,One year,Credit card,68.17,2999.48,Yes
CUST5138,0,No,Yes,69,No,DSL,One year,Credit card,88.05,6075.45,No
CUST5139,1,No,No,2,No,No,Two year,Mailed check,50.28,100.56,Yes
CUST5140,0,Yes,Yes,40,Yes,Fiber optic,Two year,Mailed check,90.18,3607.20,No
CUST5141,0,Yes,Yes,37,No,DSL,Two year,Credit card,82.06,3036.22,No
CUST5142,0,No,No,49,Yes,No,One year,Credit card,57.24,2804.76,No
CUST5143,0,Yes,No,36,Yes,Fiber optic,Month-to-month,Electronic check,51.28,1846.08,No
CUST5144,0,Yes,Yes,70,No,No,Two year,Bank transfer,106.13,7429.10,Yes
CUST5145,1,Yes,Yes,34,No,Fiber optic,One year,Credit card,21.19,720.46,Yes
CUST5146,0,Yes,Yes,58,No,Fiber optic,One year,Electronic check,91.59,5312.22,No
